Running post_and_query.sh with numTerms = 100000
Starting at 09:11:57 - time since epoch start 1410081117.723785500
term,numTerms,numDocs,timeEpoch,timeStart,totalTime,curlStatus,lookupTime,connectTime,pretransfterTime,starttransferTime
post,100000,0,1410081118.016962000,,0.530,200,0.008,0.009,0.009,0.529
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081118.688344300,0.964559,0.029,200,0.005,0.005,0.005,0.028
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081118.778609700,1.05482,0.011,200,0.004,0.004,0.004,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081118.848379700,1.12459,0.012,200,0.005,0.009,0.009,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081118.919705200,1.19592,0.008,200,0.005,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081118.980954900,1.25717,0.008,200,0.004,0.005,0.005,0.008
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.042568000,1.31878,0.009,200,0.005,0.005,0.005,0.009
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.105885200,1.3821,0.012,200,0.008,0.009,0.009,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.173340000,1.44955,0.012,200,0.008,0.009,0.009,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.236098700,1.51231,0.012,200,0.008,0.009,0.009,0.012
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.295868100,1.57208,0.007,200,0.004,0.004,0.004,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.349333000,1.62555,0.007,200,0.004,0.004,0.004,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.404951500,1.68117,0.007,200,0.004,0.004,0.004,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.459827800,1.73604,0.012,200,0.004,0.005,0.005,0.012
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.521325800,1.79754,0.011,200,0.008,0.008,0.008,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.580089300,1.8563,0.008,200,0.004,0.004,0.004,0.008
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.636226000,1.91244,0.007,200,0.004,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.696887300,1.9731,0.007,200,0.004,0.004,0.004,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.751154600,2.02737,0.008,200,0.004,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.808373500,2.08459,0.011,200,0.005,0.005,0.005,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.869594000,2.14581,0.007,200,0.004,0.004,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.924707400,2.20092,0.007,200,0.004,0.004,0.004,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081119.981616300,2.25783,0.011,200,0.004,0.004,0.004,0.011
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.041617100,2.31783,0.007,200,0.004,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.096471300,2.37269,0.007,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.149869800,2.42608,0.007,200,0.004,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.204894300,2.48111,0.006,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.261422600,2.53764,0.007,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.320345200,2.59656,0.011,200,0.008,0.008,0.008,0.010
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.379027000,2.65524,0.007,200,0.004,0.004,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.433474800,2.70969,0.007,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.487360200,2.76357,0.006,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.541501200,2.81772,0.007,200,0.004,0.004,0.005,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.595230200,2.87144,0.007,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.648805600,2.92502,0.007,200,0.004,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.703146000,2.97936,0.007,200,0.004,0.004,0.004,0.006
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.758484200,3.0347,0.009,200,0.005,0.005,0.005,0.009
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.823860600,3.10008,0.008,200,0.005,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.902761300,3.17898,0.011,200,0.005,0.005,0.005,0.010
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081120.980224500,3.25644,0.008,200,0.005,0.005,0.005,0.007
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081121.056096800,3.33231,0.008,200,0.005,0.005,0.005,0.008
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081121.138269300,3.41448,0.008,200,0.005,0.005,0.005,0.008
rahjMyUwwKrXnFMQGEe-0,100000,1,1410081121.208606300,3.48482,0.008,200,0.005,0.006,0.006,0.008
