500 Solr docs per file
Ingesting all available files...
Currently Sat Aug 9 13:38:01 CUT 2014. Will run for 28800 seconds, ending at Sat Aug 9 21:38:01 CUT 2014
Starting at - time since epoch start
postNum,numDocs,timeEpoch,timeStart,totalTime,curlStatus,lookupTime,connectTime,pretransfterTime,starttransferTime
116,57500,1407591649.247641200,167.376,0.225,200,0.005,0.007,0.007,0.009
117,58000,1407591650.633045000,168.761,0.218,200,0.007,0.008,0.009,0.011
118,58500,1407591652.071114300,170.2,0.400,200,0.006,0.007,0.007,0.009
119,59000,1407591653.687327400,171.816,0.241,200,0.005,0.007,0.007,0.008
120,59500,1407591655.083841800,173.212,0.201,200,0.005,0.007,0.007,0.008
121,60000,1407591656.568341100,174.697,0.211,200,0.005,0.007,0.007,0.009
122,60500,1407591657.915978000,176.044,0.218,200,0.005,0.007,0.007,0.009
123,61000,1407591659.268445700,177.397,0.204,200,0.006,0.007,0.007,0.010
124,61500,1407591660.605372200,178.734,0.218,200,0.006,0.014,0.014,0.017
125,62000,1407591662.174178900,180.303,0.215,200,0.005,0.007,0.007,0.009
126,62500,1407591663.696524400,181.825,0.209,200,0.009,0.011,0.011,0.013
127,63000,1407591665.059251000,183.188,0.224,200,0.006,0.008,0.008,0.010
128,63500,1407591666.437883500,184.566,0.373,200,0.006,0.010,0.010,0.145
129,64000,1407591667.986576300,186.115,0.216,200,0.005,0.007,0.007,0.009
130,64500,1407591669.651317000,187.78,0.294,200,0.005,0.008,0.008,0.013
131,65000,1407591671.096755200,189.225,0.213,200,0.005,0.007,0.007,0.009
132,65500,1407591672.492913600,190.621,0.211,200,0.007,0.009,0.009,0.011
133,66000,1407591673.881279200,192.01,0.215,200,0.007,0.009,0.009,0.014
134,66500,1407591675.284110100,193.413,0.336,200,0.006,0.008,0.008,0.128
135,67000,1407591676.818717100,194.947,0.215,200,0.009,0.010,0.011,0.013
136,67500,1407591679.206717200,197.335,0.217,200,0.007,0.009,0.009,0.011
137,68000,1407591680.586242600,198.715,0.212,200,0.005,0.007,0.007,0.009
138,68500,1407591681.969113400,200.098,0.210,200,0.005,0.007,0.007,0.010
139,69000,1407591683.499689400,201.628,0.214,200,0.005,0.007,0.007,0.009
140,69500,1407591684.886858600,203.015,0.223,200,0.007,0.009,0.009,0.011
141,70000,1407591686.290359300,204.419,0.224,200,0.008,0.010,0.010,0.012
142,70500,1407591687.694195600,205.823,0.232,200,0.006,0.008,0.008,0.010
143,71000,1407591689.102835400,207.231,0.411,200,0.011,0.013,0.013,0.015
144,71500,1407591690.811905700,208.94,0.204,200,0.005,0.008,0.008,0.010
145,72000,1407591692.183406600,210.312,0.190,200,0.006,0.008,0.008,0.010
146,72500,1407591693.538279500,211.667,0.219,200,0.009,0.011,0.011,0.013
147,73000,1407591694.912283000,213.041,0.204,200,0.008,0.010,0.010,0.012
148,73500,1407591696.272352100,214.401,0.202,200,0.005,0.006,0.006,0.008
149,74000,1407591697.616207600,215.745,0.208,200,0.005,0.006,0.006,0.008
150,74500,1407591699.168622600,217.297,0.218,200,0.005,0.008,0.008,0.010
151,75000,1407591700.524088000,218.653,0.210,200,0.006,0.008,0.008,0.011
152,75500,1407591701.880845100,220.009,0.243,200,0.025,0.026,0.026,0.048
153,76000,1407591703.373597800,221.502,0.212,200,0.005,0.007,0.007,0.009
154,76500,1407591704.762280000,222.891,0.208,200,0.005,0.007,0.007,0.013
155,77000,1407591706.110146400,224.239,0.211,200,0.005,0.007,0.007,0.009
156,77500,1407591707.507930900,225.636,0.216,200,0.007,0.011,0.011,0.013
157,78000,1407591708.883877200,227.012,0.227,200,0.011,0.014,0.014,0.016
158,78500,1407591710.260174100,228.389,0.214,200,0.005,0.006,0.006,0.008
159,79000,1407591711.627757700,229.756,0.374,200,0.008,0.009,0.009,0.173
160,79500,1407591713.192325300,231.321,0.208,200,0.005,0.006,0.006,0.009
161,80000,1407591714.571360600,232.7,0.238,200,0.006,0.014,0.014,0.016
162,80500,1407591715.970330000,234.099,0.217,200,0.005,0.006,0.006,0.009
163,81000,1407591717.334776000,235.463,0.208,200,0.008,0.009,0.010,0.012
164,81500,1407591718.738864800,236.867,0.215,200,0.007,0.009,0.009,0.011
165,82000,1407591720.146211200,238.275,0.197,200,0.010,0.014,0.014,0.017
166,82500,1407591721.518673800,239.647,0.188,200,0.005,0.006,0.006,0.008
167,83000,1407591722.848961100,240.977,0.202,200,0.006,0.008,0.008,0.010
168,83500,1407591724.228693900,242.357,0.204,200,0.009,0.011,0.011,0.013
169,84000,1407591725.601640600,243.73,0.205,200,0.006,0.007,0.007,0.009
170,84500,1407591726.965719400,245.094,0.203,200,0.005,0.006,0.006,0.008
171,85000,1407591728.328353100,246.457,0.232,200,0.007,0.009,0.009,0.014
172,85500,1407591729.809779500,247.938,0.199,200,0.005,0.006,0.006,0.008
173,86000,1407591731.151508000,249.28,0.206,200,0.005,0.007,0.007,0.009
174,86500,1407591732.515562200,250.644,0.206,200,0.007,0.008,0.008,0.010
175,87000,1407591733.883288800,252.012,0.209,200,0.006,0.008,0.008,0.010
176,87500,1407591735.285235500,253.414,0.212,200,0.008,0.010,0.010,0.012
177,88000,1407591736.704189000,254.833,0.215,200,0.006,0.007,0.007,0.009
178,88500,1407591739.142454700,257.271,0.206,200,0.006,0.008,0.008,0.010
179,89000,1407591740.661890000,258.79,0.223,200,0.007,0.008,0.009,0.010
180,89500,1407591742.073745800,260.202,0.218,200,0.006,0.007,0.007,0.009
181,90000,1407591743.451274000,261.58,0.208,200,0.007,0.008,0.009,0.011
182,90500,1407591744.891879600,263.02,0.237,200,0.007,0.009,0.009,0.011
183,91000,1407591746.433836600,264.562,0.215,200,0.007,0.010,0.010,0.011
184,91500,1407591747.837704600,265.966,0.210,200,0.005,0.007,0.007,0.009
185,92000,1407591749.321268100,267.45,0.208,200,0.006,0.007,0.008,0.010
186,92500,1407591750.767316600,268.896,0.203,200,0.006,0.018,0.018,0.021
187,93000,1407591752.136780700,270.265,0.204,200,0.006,0.009,0.009,0.015
188,93500,1407591753.489766700,271.618,0.195,200,0.008,0.009,0.009,0.011
189,94000,1407591754.868805200,272.997,0.219,200,0.005,0.006,0.006,0.008
190,94500,1407591756.235360400,274.364,0.194,200,0.006,0.008,0.008,0.010
191,95000,1407591757.606862300,275.735,0.206,200,0.010,0.012,0.012,0.015
192,95500,1407591758.981549000,277.11,0.223,200,0.005,0.007,0.007,0.009
193,96000,1407591760.369401300,278.498,0.201,200,0.005,0.006,0.006,0.008
194,96500,1407591761.707342000,279.836,0.217,200,0.026,0.028,0.028,0.030
195,97000,1407591763.201000200,281.329,0.222,200,0.008,0.009,0.009,0.011
196,97500,1407591764.783501600,282.912,0.211,200,0.005,0.006,0.006,0.009
197,98000,1407591766.122152200,284.251,0.205,200,0.006,0.007,0.007,0.009
198,98500,1407591767.502748800,285.631,0.215,200,0.005,0.007,0.007,0.009
199,99000,1407591768.882134700,287.011,0.212,200,0.005,0.007,0.007,0.009
200,99500,1407591770.261032200,288.389,0.206,200,0.005,0.006,0.006,0.009
201,100000,1407591771.604236900,289.733,0.196,200,0.005,0.007,0.007,0.010
202,100500,1407591772.962145100,291.091,0.198,200,0.007,0.009,0.009,0.011
203,101000,1407591774.492862400,292.621,0.209,200,0.005,0.012,0.012,0.015
204,101500,1407591775.848547300,293.977,0.229,200,0.008,0.010,0.010,0.013
205,102000,1407591777.240915400,295.369,0.198,200,0.006,0.008,0.008,0.010
206,102500,1407591778.625410600,296.754,0.200,200,0.006,0.008,0.008,0.010
207,103000,1407591780.058481800,298.187,0.234,200,0.006,0.008,0.008,0.010
208,103500,1407591781.493228300,299.622,0.198,200,0.006,0.007,0.007,0.009
209,104000,1407591782.833865200,300.962,0.200,200,0.005,0.007,0.007,0.009
210,104500,1407591784.334993600,302.463,0.201,200,0.006,0.009,0.009,0.011
211,105000,1407591785.708648700,303.837,0.219,200,0.007,0.009,0.009,0.011
212,105500,1407591787.111461500,305.24,0.206,200,0.011,0.013,0.013,0.018
213,106000,1407591788.482978300,306.611,0.218,200,0.006,0.008,0.008,0.010
214,106500,1407591789.870399400,307.999,0.207,200,0.005,0.007,0.007,0.009
215,107000,1407591791.270487400,309.399,0.205,200,0.007,0.009,0.009,0.011
216,107500,1407591792.659006800,310.787,0.208,200,0.006,0.008,0.008,0.009
217,108000,1407591794.263728300,312.392,0.210,200,0.006,0.008,0.008,0.010
218,108500,1407591795.679641300,313.808,0.210,200,0.005,0.006,0.006,0.008
219,109000,1407591797.087221600,315.216,0.243,200,0.006,0.008,0.008,0.010
220,109500,1407591798.566251400,316.695,0.217,200,0.005,0.007,0.007,0.009
221,110000,1407591800.024659600,318.153,0.215,200,0.009,0.016,0.016,0.018
222,110500,1407591801.396821600,319.525,0.214,200,0.007,0.008,0.008,0.010
223,111000,1407591802.781727800,320.91,0.217,200,0.005,0.007,0.007,0.009
224,111500,1407591804.206049500,322.335,0.207,200,0.006,0.010,0.011,0.012
225,112000,1407591805.602757800,323.731,0.204,200,0.007,0.009,0.009,0.011
226,112500,1407591807.039611700,325.168,0.222,200,0.005,0.012,0.012,0.014
227,113000,1407591808.610157200,326.739,0.199,200,0.006,0.007,0.007,0.009
228,113500,1407591809.970449700,328.099,0.210,200,0.006,0.007,0.007,0.009
229,114000,1407591811.459902500,329.588,0.207,200,0.007,0.008,0.008,0.011
230,114500,1407591812.838766700,330.967,0.203,200,0.006,0.008,0.008,0.010
231,115000,1407591814.185876000,332.314,0.206,200,0.006,0.008,0.008,0.012
232,115500,1407591815.560070600,333.689,0.221,200,0.005,0.018,0.018,0.021
233,116000,1407591816.936200900,335.065,0.211,200,0.006,0.009,0.009,0.010
234,116500,1407591818.335071700,336.464,0.222,200,0.007,0.008,0.008,0.010
235,117000,1407591819.748541400,337.877,0.200,200,0.005,0.007,0.007,0.009
236,117500,1407591821.140004300,339.268,0.218,200,0.009,0.012,0.012,0.014
237,118000,1407591822.495073200,340.624,0.235,200,0.027,0.028,0.028,0.030
238,118500,1407591823.900132300,342.029,0.230,200,0.005,0.007,0.007,0.008
239,119000,1407591825.464987300,343.593,0.218,200,0.005,0.007,0.007,0.008
240,119500,1407591826.833308000,344.962,0.221,200,0.005,0.007,0.007,0.008
241,120000,1407591828.189484700,346.318,0.219,200,0.007,0.009,0.009,0.011
242,120500,1407591829.604443900,347.733,0.220,200,0.006,0.008,0.008,0.010
243,121000,1407591831.015400200,349.144,0.211,200,0.005,0.007,0.007,0.009
244,121500,1407591832.381633900,350.51,0.206,200,0.005,0.006,0.006,0.009
245,122000,1407591833.721372700,351.85,0.198,200,0.005,0.007,0.007,0.009
246,122500,1407591835.157424800,353.286,0.185,200,0.005,0.006,0.006,0.008
247,123000,1407591836.486863200,354.615,0.212,200,0.005,0.007,0.007,0.009
248,123500,1407591837.889901800,356.018,0.204,200,0.006,0.007,0.007,0.009
249,124000,1407591839.608871100,357.737,0.221,200,0.007,0.009,0.009,0.012
250,124500,1407591840.977959200,359.106,0.348,200,0.008,0.010,0.010,0.148
251,125000,1407591842.525871400,360.654,0.206,200,0.006,0.008,0.008,0.011
252,125500,1407591843.902908600,362.031,0.194,200,0.005,0.007,0.007,0.009
253,126000,1407591845.239619700,363.368,0.220,200,0.005,0.007,0.007,0.010
254,126500,1407591846.601267400,364.73,0.195,200,0.006,0.008,0.008,0.011
255,127000,1407591848.017055800,366.146,0.199,200,0.008,0.009,0.009,0.011
256,127500,1407591849.431603600,367.56,0.230,200,0.005,0.006,0.007,0.009
257,128000,1407591850.793252000,368.922,0.204,200,0.005,0.007,0.007,0.009
258,128500,1407591852.148243400,370.277,0.199,200,0.005,0.007,0.007,0.009
259,129000,1407591853.495384800,371.624,0.202,200,0.008,0.009,0.009,0.011
260,129500,1407591854.886795800,373.015,0.210,200,0.006,0.009,0.009,0.011
261,130000,1407591856.307693000,374.436,0.205,200,0.006,0.008,0.008,0.010
262,130500,1407591857.677959600,375.806,0.212,200,0.006,0.008,0.008,0.010
263,131000,1407591859.089320000,377.218,0.218,200,0.007,0.011,0.011,0.013
264,131500,1407591860.476873600,378.605,0.211,200,0.005,0.007,0.007,0.010
265,132000,1407591861.850281300,379.979,0.228,200,0.008,0.013,0.013,0.015
266,132500,1407591863.372326300,381.501,0.214,200,0.006,0.008,0.008,0.010
267,133000,1407591864.756851500,382.885,0.201,200,0.006,0.008,0.008,0.010
268,133500,1407591866.171526000,384.3,0.190,200,0.006,0.007,0.007,0.009
269,134000,1407591867.549549300,385.678,0.199,200,0.005,0.006,0.006,0.008
270,134500,1407591868.961278700,387.09,0.214,200,0.009,0.011,0.011,0.013
271,135000,1407591870.390760300,388.519,0.203,200,0.006,0.010,0.010,0.012
272,135500,1407591871.761495900,389.89,0.389,200,0.007,0.009,0.009,0.011
273,136000,1407591873.478004700,391.606,0.215,200,0.006,0.013,0.013,0.016
274,136500,1407591874.897463000,393.026,0.223,200,0.009,0.011,0.011,0.012
275,137000,1407591876.260557400,394.389,0.203,200,0.006,0.007,0.007,0.009
276,137500,1407591877.608179100,395.737,0.216,200,0.006,0.009,0.009,0.012
277,138000,1407591878.986602900,397.115,0.213,200,0.006,0.008,0.008,0.010
278,138500,1407591880.375904700,398.504,0.232,200,0.005,0.007,0.007,0.008
279,139000,1407591881.759517400,399.888,0.220,200,0.006,0.008,0.008,0.009
280,139500,1407591883.121338300,401.25,0.241,200,0.030,0.032,0.032,0.034
281,140000,1407591884.535119500,402.664,0.220,200,0.006,0.008,0.008,0.009
282,140500,1407591885.920575400,404.049,0.211,200,0.006,0.008,0.008,0.013
283,141000,1407591887.458618900,405.587,0.212,200,0.005,0.006,0.006,0.008
284,141500,1407591888.806618300,406.935,0.227,200,0.005,0.007,0.007,0.009
285,142000,1407591890.171980300,408.3,0.226,200,0.005,0.007,0.007,0.010
286,142500,1407591891.538813700,409.667,0.218,200,0.005,0.007,0.007,0.009
287,143000,1407591892.902474700,411.031,0.204,200,0.006,0.008,0.008,0.009
288,143500,1407591894.263670300,412.392,0.225,200,0.010,0.018,0.018,0.020
289,144000,1407591895.661266400,413.79,0.209,200,0.010,0.012,0.012,0.019
290,144500,1407591897.046412300,415.175,0.201,200,0.009,0.011,0.011,0.016
291,145000,1407591898.441745800,416.57,0.214,200,0.005,0.007,0.007,0.009
292,145500,1407591899.823738800,417.952,0.202,200,0.009,0.010,0.010,0.012
293,146000,1407591901.203627900,419.332,0.210,200,0.008,0.012,0.012,0.014
294,146500,1407591902.696966100,420.825,0.207,200,0.005,0.007,0.007,0.009
295,147000,1407591904.225209900,422.354,0.215,200,0.007,0.008,0.008,0.011
296,147500,1407591905.666311300,423.795,0.202,200,0.006,0.008,0.008,0.010
297,148000,1407591907.045643500,425.174,0.207,200,0.007,0.008,0.008,0.010
298,148500,1407591908.576460800,426.705,0.210,200,0.005,0.006,0.006,0.008
299,149000,1407591909.953387800,428.082,0.202,200,0.005,0.007,0.007,0.009
300,149500,1407591911.299264300,429.428,0.213,200,0.005,0.007,0.007,0.012
301,150000,1407591912.691095200,430.82,0.194,200,0.006,0.007,0.007,0.009
302,150500,1407591914.087390600,432.216,0.204,200,0.005,0.007,0.007,0.009
303,151000,1407591915.470618500,433.599,0.187,200,0.005,0.006,0.007,0.009
304,151500,1407591916.816933000,434.945,0.210,200,0.009,0.011,0.011,0.013
305,152000,1407591918.297953800,436.426,0.203,200,0.005,0.007,0.007,0.009
306,152500,1407591919.684436800,437.813,0.199,200,0.009,0.011,0.011,0.013
307,153000,1407591921.089731400,439.218,0.203,200,0.006,0.009,0.009,0.011
308,153500,1407591922.524044100,440.652,0.201,200,0.005,0.007,0.007,0.009
309,154000,1407591923.910620400,442.039,0.216,200,0.005,0.007,0.007,0.009
310,154500,1407591925.278996000,443.407,0.205,200,0.005,0.007,0.007,0.009
311,155000,1407591926.727155300,444.856,0.219,200,0.007,0.009,0.009,0.011
312,155500,1407591928.137746400,446.266,0.214,200,0.008,0.012,0.012,0.014
313,156000,1407591929.549637400,447.678,0.217,200,0.007,0.008,0.008,0.010
314,156500,1407591930.933581800,449.062,0.223,200,0.005,0.007,0.007,0.009
315,157000,1407591932.338683800,450.467,0.223,200,0.010,0.011,0.011,0.013
316,157500,1407591933.701042800,451.829,0.223,200,0.007,0.008,0.008,0.010
317,158000,1407591935.099510500,453.228,0.209,200,0.005,0.006,0.006,0.008
318,158500,1407591936.466353300,454.595,0.223,200,0.010,0.012,0.012,0.014
319,159000,1407591937.841738200,455.97,0.226,200,0.007,0.009,0.009,0.010
320,159500,1407591939.257207100,457.386,0.222,200,0.008,0.021,0.021,0.022
321,160000,1407591940.781501200,458.91,0.230,200,0.005,0.007,0.007,0.009
322,160500,1407591942.202648100,460.331,0.209,200,0.006,0.008,0.008,0.010
323,161000,1407591943.682030300,461.81,0.216,200,0.026,0.028,0.028,0.030
324,161500,1407591945.090660300,463.219,0.250,200,0.007,0.009,0.009,0.012
325,162000,1407591946.665075500,464.794,0.194,200,0.005,0.007,0.007,0.009
326,162500,1407591948.072957500,466.201,0.205,200,0.005,0.006,0.006,0.009
327,163000,1407591949.422130600,467.551,0.207,200,0.008,0.010,0.010,0.012
328,163500,1407591950.844754900,468.973,0.207,200,0.006,0.007,0.007,0.010
329,164000,1407591952.311907100,470.44,0.218,200,0.007,0.009,0.009,0.010
330,164500,1407591953.709551400,471.838,0.225,200,0.005,0.006,0.007,0.008
331,165000,1407591955.093416700,473.222,0.212,200,0.005,0.009,0.009,0.011
332,165500,1407591956.463788200,474.592,0.223,200,0.005,0.008,0.008,0.010
333,166000,1407591957.899709400,476.028,0.233,200,0.005,0.007,0.007,0.009
334,166500,1407591959.413489800,477.542,0.240,200,0.005,0.006,0.006,0.008
335,167000,1407591960.878345500,479.007,0.219,200,0.006,0.008,0.009,0.011
336,167500,1407591962.300441600,480.429,0.220,200,0.012,0.016,0.016,0.017
