testCase,indexSize,meanTime,StdDev,numQueries,time1,time2,etc
vanilla_10K_terms,10000,,,100,0.044,0.011,0.012,0.013,0.014,0.012,0.009,0.009,0.014,0.009,0.033,0.009,0.009,0.009,0.009,0.015,0.011,0.010,0.009,0.010,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.010,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.017,0.009,0.009,0.009,0.009,0.009,0.009,0.027,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.010,0.009,0.009,0.012,0.009,0.009,0.009,0.011,0.012,0.011,0.009,0.009,0.009,0.009,0.009,0.009,0.026,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.010,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,
vanilla_10K_terms,100000,,,100,0.014,0.016,0.015,0.020,0.014,0.018,0.013,0.016,0.013,0.014,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.017,0.019,0.013,0.010,0.010,0.129,0.013,0.010,0.010,0.010,0.010,0.010,0.010,0.033,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.016,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.010,0.010,0.010,0.022,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.015,0.016,0.010,0.010,0.013,
vanilla_10K_terms,1000000,,,100,0.014,0.011,0.011,0.011,0.011,0.011,0.011,0.010,0.010,0.011,0.011,0.011,0.011,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.011,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.011,0.011,0.010,0.010,0.023,0.010,0.011,0.010,0.010,0.010,0.010,0.320,0.017,0.011,0.010,0.010,0.010,0.010,0.011,0.011,0.011,0.010,0.010,0.010,0.011,0.050,0.013,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.019,0.010,0.011,0.010,0.013,0.010,0.010,0.010,0.010,0.010,0.017,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,
vanilla_10K_terms,2000000,,,100,0.011,0.010,0.011,0.011,0.011,0.012,0.031,0.011,0.010,0.010,0.010,0.010,0.012,0.010,0.012,0.014,0.011,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.012,0.010,0.017,0.011,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.011,0.012,0.011,0.010,0.010,0.015,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.052,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.015,0.010,0.017,0.014,0.015,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,
vanilla_10K_terms,3000000,,,100,0.012,0.011,0.010,0.011,0.011,0.014,0.019,0.014,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.702,0.010,0.010,0.011,0.011,0.019,0.010,0.010,0.010,0.033,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.010,0.010,0.013,0.010,0.025,0.010,0.010,0.010,0.010,0.036,0.016,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.017,0.015,0.018,0.011,0.010,0.011,0.011,0.010,0.011,0.010,0.010,0.020,0.013,0.011,0.011,0.010,0.013,0.010,0.010,0.010,0.032,0.010,0.011,0.011,0.013,0.010,0.014,0.011,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,
vanilla_10K_terms,4000000,,,100,0.015,0.011,0.011,0.011,0.010,0.012,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.017,0.014,0.010,0.010,0.016,0.067,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.013,0.010,0.010,0.010,0.010,0.010,0.011,0.015,0.011,0.010,0.012,0.010,0.010,0.011,0.013,0.010,0.037,0.010,0.010,0.011,0.010,0.015,0.011,0.010,0.014,0.015,0.010,0.012,0.011,0.010,0.011,0.011,0.010,0.010,0.012,0.013,0.010,0.010,0.010,0.010,0.151,0.010,0.012,0.010,0.012,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.012,0.011,0.012,0.015,0.015,0.010,0.011,0.010,0.010,
vanilla_10K_terms,5000000,,,100,0.011,0.012,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.045,0.011,0.010,0.010,0.012,0.011,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.035,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.012,0.011,0.016,0.011,0.012,0.013,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.060,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.010,0.010,0.009,0.010,0.010,0.010,0.010,0.012,0.011,0.011,0.011,0.010,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.010,0.010,
vanilla_10K_terms,6000000,,,100,0.012,0.011,0.011,0.010,0.010,0.010,0.012,0.013,0.010,0.010,0.010,0.010,0.010,0.011,0.012,0.053,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.011,0.010,0.010,0.010,0.010,0.032,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.011,0.010,0.011,0.010,0.031,0.013,0.018,0.011,0.010,0.015,0.011,0.010,0.010,0.010,0.011,0.020,0.012,0.011,0.012,0.010,0.011,0.010,0.011,0.011,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.015,0.015,0.011,0.010,0.010,0.010,0.011,0.016,0.017,0.021,0.011,0.010,0.011,0.010,0.038,0.011,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.010,
vanilla_10K_terms,7000000,,,100,0.027,0.010,0.010,0.010,0.018,0.010,0.011,0.010,0.012,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.011,0.011,0.010,0.010,0.010,0.011,0.013,0.010,0.010,0.011,0.013,0.011,0.012,0.011,0.010,0.011,0.010,0.011,0.010,0.010,0.010,0.011,0.011,0.013,0.014,0.011,0.013,0.010,0.011,0.016,0.010,0.010,0.010,0.012,0.010,0.010,0.010,0.011,0.010,0.011,0.014,0.011,0.052,0.011,0.011,0.011,0.010,0.011,0.010,0.018,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.052,0.010,0.010,0.011,0.010,0.010,0.011,0.011,0.010,0.010,0.010,0.011,0.010,0.010,0.010,0.011,0.011,0.011,0.020,
vanilla_10K_terms,8000000,,,100,0.028,0.022,0.010,0.010,0.026,0.010,0.010,0.010,0.011,0.020,0.041,0.012,0.010,0.011,0.043,0.011,0.010,0.010,0.011,0.020,0.010,0.011,0.011,0.012,0.011,0.010,0.011,0.011,0.011,0.016,0.010,0.011,0.011,0.010,0.011,0.012,0.010,0.011,0.012,0.014,0.010,0.010,0.086,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.040,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.011,0.018,0.010,0.010,0.017,0.010,0.010,0.011,0.019,0.032,0.021,0.014,0.010,0.015,0.010,0.018,0.011,0.013,0.010,0.019,0.016,0.011,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.010,0.010,
